codigo;grupo;dia;inicio;fin;modalidad;profesor
SE1205;6;JUE;07:30;09:20;Regular;QUIROS VALVERDE RODRIGO
SE1205;7;JUE;09:30;11:20;Regular;VEGA AGUERO JORGE
SE1206;1;MAR;09:30;11:20;Regular;LORIA SOLANO JOHNNY
SE1206;2;MAR;09:30;11:20;Regular;ORTEGA ARTAVIA JHONNY
SE1206;3;MIE;09:30;11:20;Regular;MENDEZ GAMBOA ROSAURA
SE1206;4;VIE;07:30;09:20;Regular;VEGA AGUERO JORGE
SE1206;5;LUN;07:30;09:20;Regular;VEGA AGUERO JORGE
SE1206;6;VIE;13:00;14:50;Regular;TRAVIESO RODRIGUEZ ALBERTO
SE1209;1;LUN;07:30;09:20;Regular;MENDEZ SOLANO MIGUEL
SE1209;2;MAR;09:30;11:20;Regular;VEGA AGUERO JORGE
SE1209;3;MIE;07:30;09:20;Regular;MENDEZ SOLANO MIGUEL
SE1209;4;VIE;09:30;11:20;Regular;VEGA AGUERO JORGE
SE1218;1;MAR;09:30;11:20;Virtual;CORDERO MAROTO NELSON
SE1219;1;LUN;07:30;09:20;Regular;CABRERA ARAYA GUSTAVO ALCIDES
SE1219;2;MAR;15:00;16:50;Regular;MARIN VARGAS FABIAN
SE1221;1;MAR;09:30;11:20;Regular;JIMENEZ JIMENEZ DANIEL
SE1222;1;MIE;09:30;11:20;Regular;ORTEGA ARTAVIA JHONNY
SE1222;2;VIE;09:30;11:20;Regular;ORTEGA ARTAVIA JHONNY
SO4604;1;LUN;07:30;10:20;Regular;MORALES MARTINEZ GABRIELA
SO4604;2;JUE;13:00;15:50;Regular;CARPIO CHAVES MONICA
SO4604;3;JUE;17:00;19:50;Regular;MORALES MARTINEZ GABRIELA
SO4604;4;MIE;13:00;15:50;Regular;MORALES MARTINEZ GABRIELA
SO4604;5;VIE;07:30;10:20;Regular;MORALES MARTINEZ GABRIELA
